gasoline_shock_pct,other_motor_fuel_shock_pct,september_cpi_w_all_items,q3_cpi_w_average,cola_raw_pct,cola_rounded_pct
5.0,45.0,329.8198451586908,328.4682817195636,3.5313150911532216,3.5
5.0,50.0,329.8374470964264,328.4741490321421,3.533164434365676,3.5
5.0,55.00000000000001,329.855049034162,328.4800163447207,3.5350137775781487,3.5
5.0,60.00000000000001,329.87265097189754,328.4858836572992,3.536863120790603,3.5
5.0,65.0,329.89025290963315,328.4917509698777,3.5387124640030576,3.5
5.0,70.0,329.90785484736875,328.49761828245624,3.540561807215512,3.5
5.0,75.0,329.92545678510436,328.5034855950348,3.5424111504279843,3.5
5.0,80.0,329.94305872283996,328.50935290761333,3.5442604936404387,3.5
5.0,85.00000000000001,329.96066066057557,328.51522022019185,3.546109836852893,3.5
5.0,90.0,329.9782625983111,328.5210875327704,3.5479591800653654,3.5
5.0,95.0,329.9958645360467,328.52695484534894,3.54980852327782,3.5
5.0,100.0,330.01346647378233,328.53282215792746,3.5516578664902747,3.6
5.0,105.0,330.03106841151794,328.538689470506,3.553507209702729,3.6
5.0,110.00000000000001,330.04867034925354,328.54455678308454,3.5553565529152014,3.6
5.0,115.00000000000001,330.06627228698915,328.55042409566306,3.557205896127656,3.6
5.0,120.00000000000001,330.0838742247247,328.5562914082416,3.5590552393401103,3.6
5.0,125.0,330.1014761624603,328.56215872082015,3.5609045825525825,3.6
5.0,130.0,330.1190781001959,328.56802603339867,3.562753925765037,3.6
5.0,135.0,330.1366800379315,328.5738933459772,3.5646032689774914,3.6
5.0,140.0,330.1542819756671,328.5797606585557,3.566452612189946,3.6
5.0,145.00000000000003,330.1718839134027,328.5856279711343,3.5683019554024185,3.6
5.0,150.0,330.1894858511383,328.59149528371273,3.5701512986148547,3.6
5.0,155.0,330.2070877888739,328.5973625962913,3.5720006418273273,3.6
5.0,160.0,330.2246897266095,328.6032299088699,3.5738499850397996,3.6
5.0,165.0,330.2422916643451,328.6090972214484,3.575699328252254,3.6
5.0,170.00000000000003,330.2598936020807,328.6149645340269,3.5775486714647085,3.6
5.0,175.0,330.2774955398163,328.6208318466054,3.579398014677163,3.6
5.0,180.0,330.29509747755185,328.62669915918394,3.5812473578896173,3.6
5.0,185.0,330.31269941528745,328.63256647176246,3.583096701102072,3.6
5.0,190.0,330.33030135302306,328.63843378434103,3.5849460443145444,3.6
5.0,195.00000000000003,330.34790329075867,328.6443010969196,3.5867953875270167,3.6
5.0,200.0,330.36550522849427,328.6501684094981,3.588644730739471,3.6
5.0,205.00000000000003,330.3831071662299,328.65603572207664,3.5904940739519255,3.6
5.0,210.0,330.4007091039655,328.66190303465515,3.59234341716438,3.6
5.0,215.0,330.41831104170103,328.66777034723367,3.5941927603768344,3.6
5.0,220.00000000000003,330.43591297943664,328.6736376598122,3.596042103589289,3.6
5.0,225.0,330.45351491717224,328.67950497239076,3.597891446801761,3.6
5.0,230.00000000000003,330.47111685490785,328.68537228496933,3.5997407900142337,3.6
5.0,235.0,330.48871879264345,328.69123959754785,3.601590133226688,3.6
5.0,240.00000000000003,330.50632073037906,328.69710691012637,3.6034394764391426,3.6
5.0,245.00000000000003,330.5239226681146,328.7029742227049,3.605288819651597,3.6
5.0,250.0,330.5415246058502,328.7088415352834,3.6071381628640515,3.6
5.0,255.00000000000003,330.5591265435858,328.7147088478619,3.608987506076506,3.6
5.0,260.0,330.5767284813214,328.7205761604405,3.610836849288978,3.6
5.0,265.00000000000006,330.59433041905703,328.72644347301906,3.612686192501451,3.6
5.0,270.0,330.61193235679264,328.7323107855976,3.6145355357139053,3.6
5.0,275.0,330.6295342945282,328.7381780981761,3.6163848789263597,3.6
5.0,280.0,330.6471362322638,328.7440454107546,3.618234222138814,3.6
5.0,285.0,330.6647381699994,328.7499127233331,3.6200835653512686,3.6
5.0,290.00000000000006,330.682340107735,328.75578003591164,3.621932908563723,3.6
5.0,295.0,330.6999420454706,328.7616473484902,3.6237822517761953,3.6
5.0,300.0,330.7175439832062,328.7675146610688,3.6256315949886675,3.6
10.0,0.0,330.3146734643793,328.6332244881265,3.583304104079191,3.6
10.0,5.0,330.33227540211493,328.639091800705,3.5851534472916455,3.6
10.0,10.0,330.34987733985054,328.6449591132835,3.5870027905041,3.6
10.0,15.000000000000002,330.3674792775861,328.650826425862,3.5888521337165544,3.6
10.0,20.0,330.3850812153217,328.65669373844054,3.590701476929009,3.6
10.0,25.0,330.4026831530573,328.6625610510191,3.592550820141481,3.6
10.0,30.000000000000004,330.4202850907929,328.6684283635977,3.5944001633539537,3.6
10.0,35.0,330.4378870285285,328.6742956761762,3.596249506566408,3.6
10.0,40.0,330.4554889662641,328.6801629887547,3.5980988497788626,3.6
10.0,45.0,330.47309090399966,328.68603030133323,3.599948192991317,3.6
10.0,50.0,330.49069284173527,328.69189761391175,3.6017975362037715,3.6
10.0,55.00000000000001,330.5082947794709,328.69776492649027,3.603646879416226,3.6
10.0,60.00000000000001,330.5258967172065,328.70363223906884,3.605496222628698,3.6
